"label","label_wo_outliers","label_cluster2_kmeans5","label_cluster5_kmeans5","label_cluster4_kmeans5"
"THRAP3","CS3","CS3","CS3","CS3","CS2"
"BIRC5","CS0","CS0","CS0","CS0","CS0"
"TCHH","CS5","CS5","CS3","CS5","CS4"
"HRNR","CS7","CS7","CS7","CS7","CS6"
"KCTD12","CS5","CS5","CS5","CS5","CS6"
"SLMAP","CS3","CS3","CS3","CS2","CS3"
"LRBA","CS6","CS6","CS5","CS6","CS6"
"ATG10","CS5","CS5","CS5","CS5","CS5"
"IGF2BP3","CS5","CS5","CS5","CS5","CS5"
"PES1","CS0","CS0","CS0","CS0","CS0"
"IGHA1",NA,NA,NA,NA,NA
"RPL18A","CS0","CS0","CS0","CS0","CS0"
"RPN1","CS0","CS0","CS1","CS0","CS0"
"SEC61A1","CS0","CS0","CS0","CS0","CS0"
"BARHL1","CS4","CS4","CS5","CS4","CS3"
"HTR1B","CS5","CS6","CS6","CS5","CS5"
"MTHFD2","CS5","CS5","CS5","CS5","CS5"
"POLD1","CS0","CS0","CS0","CS0","CS0"
"UBE2G2","CS2","CS2","CS3","CS2","CS2"
"AMFR","CS4","CS4","CS4","CS5","CS2"
"NUAK1","CS5","CS5","CS5","CS6","CS4"
"ZRANB2","CS2","CS2","CS2","CS1","CS2"
"MMS22L","CS0","CS0","CS0","CS0","CS0"
"DGKE","CS6","CS6","CS6","CS6","CS4"
"NUDC","CS0","CS0","CS0","CS1","CS0"
"SLC25A12","CS6","CS6","CS6","CS5","CS6"
"BOLA1","CS5","CS5","CS5","CS4","CS5"
"SERPINB3","CS7","CS7","CS8","CS7","CS6"
"ARMC6","CS3","CS3","CS4","CS3","CS3"
"FSCN1","CS5","CS5","CS4","CS3","CS5"
"GNAS","CS5","CS5","CS7","CS5","CS5"
"RPL7L1",NA,NA,NA,NA,NA
"LOXHD1","CS7","CS7","CS6","CS7","CS7"
"KCNIP4","CS5","CS6","CS5","CS6","CS6"
"KCNIP2","CS5","CS5","CS5","CS5","CS4"
"H2BC21",NA,NA,NA,NA,NA
"PDXDC1","CS4","CS4","CS4","CS4","CS3"
"CAPZA1","CS3","CS3","CS4","CS3","CS3"
"CAPZB","CS1","CS0","CS0","CS0","CS1"
"IGF2BP2","CS3","CS3","CS3","CS3","CS3"
"SARS2","CS1","CS1","CS1","CS2","CS2"
"AURKA","CS0","CS0","CS0","CS0","CS0"
"STOM","CS6","CS6","CS6","CS5","CS6"
"ARPC3","CS0","CS0","CS0","CS0","CS0"
"DHCR7","CS4","CS4","CS5","CS4","CS5"
"ATP2A2","CS0","CS0","CS0","CS0","CS0"
"SMC2","CS0","CS0","CS0","CS0","CS0"
"UBE2K","CS5","CS4","CS5","CS4","CS4"
"SRRM1","CS0","CS0","CS1","CS0","CS1"
"GOT2","CS2","CS2","CS2","CS2","CS2"
"RPL36","CS0","CS0","CS0","CS0","CS0"
"LAS1L","CS0","CS0","CS0","CS1","CS0"
"SPIRE1","CS6","CS6","CS6","CS6","CS6"
"TRA2B","CS1","CS1","CS1","CS1","CS1"
"NEDD8","CS0","CS0","CS0","CS0","CS0"
"RAD50","CS5","CS5","CS5","CS5","CS5"
"HTR1E","CS5","CS5","CS5","CS5","CS5"
"MT-CO2",NA,NA,NA,NA,NA
"APRT","CS3","CS3","CS3","CS3","CS4"
"RAF1","CS6","CS6","CS4","CS5","CS6"
"CMYA5","CS5","CS5","CS5","CS5","CS4"
"MRPS5","CS1","CS1","CS1","CS2","CS1"
"DNAJB11","CS3","CS3","CS3","CS3","CS4"
"RNF167","CS6","CS6","CS6","CS6","CS6"
"E2F7","CS6","CS6","CS6","CS5","CS7"
"SNAI1","CS7","CS7","CS6","CS7","CS5"
"ODAD4",NA,NA,NA,NA,NA
"PKD1L3",NA,NA,NA,NA,NA
"CDC42BPB","CS4","CS4","CS3","CS4","CS5"
"ERCC6L","CS2","CS2","CS1","CS2","CS2"
"RB1CC1","CS3","CS3","CS3","CS3","CS2"
"PDS5A","CS3","CS3","CS1","CS4","CS2"
"PSMB3","CS0","CS0","CS0","CS0","CS0"
"CPSF2","CS0","CS0","CS0","CS0","CS0"
"LRRC7","CS4","CS4","CS5","CS4","CS6"
"SNRPF","CS0","CS0","CS0","CS0","CS0"
"KRT34","CS6","CS6","CS6","CS6","CS7"
"KCTD5","CS4","CS4","CS4","CS8","CS4"
"BCAR3","CS3","CS3","CS4","CS3","CS5"
"RPL26","CS0","CS0","CS0","CS0","CS0"
"EIPR1","CS3","CS3","CS3","CS3","CS5"
"TBC1D4","CS7","CS7","CS7","CS7","CS7"
"PFDN2","CS0","CS0","CS0","CS0","CS0"
"STYXL1","CS7","CS7","CS7","CS6","CS4"
"APOD","CS5","CS5","CS5","CS4","CS5"
"EIF2B5","CS0","CS0","CS0","CS0","CS0"
"AFAP1L1","CS5","CS5","CS3","CS6","CS5"
"KRT77","CS5","CS5","CS5","CS5","CS5"
"MYCBPAP","CS2","CS2","CS2","CS3","CS2"
"ATP5MG","CS2","CS2","CS1","CS2","CS1"
"CYP1B1","CS6","CS6","CS7","CS5","CS6"
"SNRK","CS6","CS6","CS5","CS5","CS6"
"CDK19","CS5","CS5","CS5","CS5","CS6"
"CLN5","CS5","CS5","CS5","CS5","CS7"
"PSMA2","CS0","CS0","CS0","CS0","CS0"
"SRSF11","CS0","CS0","CS0","CS0","CS0"
"NDUFA9","CS2","CS4","CS2","CS4","CS2"
"ERP44","CS4","CS4","CS4","CS4","CS3"
"PPP2R2A","CS2","CS2","CS2","CS2","CS2"
"HDLBP","CS5","CS6","CS5","CS5","CS6"
"SSR4","CS6","CS4","CS4","CS5","CS6"
"ANKS1A","CS6","CS5","CS5","CS4","CS6"
"DOCK4","CS4","CS6","CS5","CS5","CS4"
"GAPDH","CS0","CS0","CS0","CS0","CS1"
"MLKL","CS5","CS5","CS5","CS5","CS6"
"KDELR2","CS4","CS4","CS4","CS3","CS4"
"POLR2H","CS0","CS0","CS0","CS0","CS0"
"CNOT6L","CS5","CS5","CS5","CS4","CS3"
"VPS18","CS1","CS1","CS1","CS0","CS1"
"MEST","CS5","CS5","CS3","CS4","CS5"
"TELO2","CS1","CS1","CS1","CS2","CS0"
"CAPZA2","CS4","CS4","CS4","CS4","CS3"
"ATXN10","CS2","CS2","CS2","CS1","CS2"
"DDX19B","CS4","CS4","CS3","CS4","CS3"
"KLHDC2","CS7","CS7","CS4","CS7","CS6"
"NUP160","CS0","CS0","CS0","CS0","CS0"
"EML2","CS3","CS3","CS3","CS5","CS3"
"KPNA6","CS2","CS2","CS4","CS2","CS2"
"MYO1D","CS5","CS5","CS5","CS5","CS7"
"MOV10","CS4","CS4","CS4","CS3","CS6"
"GART","CS3","CS3","CS3","CS4","CS2"
"HNRNPDL","CS5","CS5","CS5","CS5","CS4"
"TNPO3","CS0","CS0","CS0","CS0","CS0"
"PFKP","CS5","CS5","CS7","CS6","CS5"
"AUP1","CS3","CS3","CS3","CS3","CS4"
"RAB1B","CS1","CS1","CS1","CS2","CS1"
"SREK1","CS3","CS3","CS3","CS4","CS3"
"CCL14","CS6","CS6","CS6","CS5","CS7"
"ANXA1","CS5","CS5","CS5","CS5","CS5"
"SLC39A7","CS0","CS0","CS0","CS0","CS0"
"BCKDHA","CS7","CS6","CS5","CS6","CS6"
"PREX1","CS5","CS5","CS5","CS5","CS4"
"YARS2","CS0","CS0","CS0","CS2","CS0"
"RPL35","CS0","CS0","CS0","CS0","CS0"
"SLC30A7","CS3","CS4","CS4","CS2","CS6"
"RBX1","CS0","CS0","CS0","CS0","CS0"
"PFDN1","CS1","CS1","CS3","CS2","CS0"
"KIAA0930","CS6","CS6","CS6","CS5","CS6"
"GNL2","CS0","CS0","CS0","CS0","CS1"
"NPEPPS","CS1","CS1","CS1","CS1","CS1"
"RASGRP3","CS5","CS5","CS6","CS5","CS5"
"RPS29","CS0","CS0","CS0","CS0","CS0"
"NUP188","CS4","CS5","CS3","CS3","CS4"
"TAGLN2","CS2","CS2","CS2","CS2","CS4"
"MRPS24","CS1","CS1","CS1","CS4","CS1"
"ENSA","CS2","CS2","CS1","CS2","CS1"
"RPL29",NA,NA,NA,NA,NA
"SPAG9","CS2","CS2","CS2","CS2","CS3"
"CNKSR2","CS4","CS4","CS5","CS4","CS4"
"HERC1","CS6","CS6","CS6","CS5","CS4"
"SNRNP70","CS0","CS0","CS0","CS0","CS0"
"SMC1A","CS0","CS0","CS0","CS0","CS0"
"SERPINB4","CS7","CS7","CS7","CS7","CS6"
"MRPL43","CS1","CS1","CS1","CS3","CS1"
"SLC25A22","CS3","CS3","CS3","CS3","CS2"
"RPL21","CS0","CS0","CS0","CS0","CS0"
"GIT2","CS5","CS5","CS4","CS5","CS5"
"CEP135","CS3","CS2","CS2","CS4","CS2"
"TSC2","CS9","CS9","CS9","CS7","CS3"
"NAP1L5","CS5","CS5","CS5","CS6","CS3"
"NXN","CS5","CS5","CS5","CS5","CS6"
"NAT10","CS0","CS0","CS0","CS0","CS1"
"OBI1","CS6","CS6","CS6","CS4","CS3"
"FAM98B","CS3","CS3","CS1","CS2","CS4"
"RTCA","CS5","CS5","CS6","CS4","CS5"
"MRPS14","CS1","CS1","CS1","CS2","CS1"
"PARVB","CS6","CS6","CS6","CS7","CS5"
"PPP4R2","CS1","CS1","CS1","CS1","CS1"
"COX6C","CS2","CS2","CS2","CS2","CS2"
"JMJD1C","CS6","CS6","CS5","CS6","CS6"
"PFKFB3","CS5","CS5","CS5","CS5","CS5"
"HLA-A",NA,NA,NA,NA,NA
"MARS1","CS0","CS0","CS0","CS0","CS0"
"ANXA2","CS5","CS5","CS5","CS5","CS5"
"RTF1","CS1","CS1","CS1","CS1","CS1"
"ABRAXAS2","CS7","CS7","CS7","CS5","CS7"
"CBR1","CS5","CS5","CS5","CS7","CS4"
"NUP98","CS1","CS1","CS1","CS1","CS1"
"DNAJA1","CS1","CS1","CS3","CS2","CS1"
"ATP5PB","CS2","CS2","CS1","CS2","CS2"
"CDO1","CS5","CS6","CS6","CS6","CS5"
"KLC3","CS4","CS4","CS4","CS5","CS4"
"EIF2AK2","CS5","CS5","CS7","CS5","CS4"
"TOR1A","CS4","CS4","CS6","CS4","CS4"
"VDAC1","CS1","CS1","CS1","CS1","CS1"
"HTATSF1","CS1","CS1","CS1","CS1","CS1"
"PAPSS2","CS5","CS5","CS6","CS5","CS5"
"SRSF3","CS0","CS0","CS0","CS0","CS0"
"RALGPS2","CS7","CS7","CS7","CS6","CS8"
"LXN","CS6","CS6","CS6","CS6","CS5"
"STK36","CS4","CS4","CS4","CS4","CS5"
"ASAP2","CS5","CS5","CS5","CS5","CS5"
"TBRG4","CS4","CS4","CS4","CS5","CS4"
"KIF4A","CS1","CS1","CS1","CS1","CS1"
"SHMT2","CS3","CS3","CS4","CS5","CS3"
"KRT78","CS5","CS5","CS5","CS6","CS4"
"DDX6","CS1","CS1","CS1","CS1","CS1"
"IGKC",NA,NA,NA,NA,NA
"RPL37","CS0","CS0","CS0","CS0","CS0"
"SRSF2","CS0","CS0","CS0","CS0","CS0"
"HNRNPR","CS1","CS1","CS2","CS1","CS1"
"ERH","CS0","CS0","CS0","CS0","CS0"
"RRP15","CS1","CS1","CS1","CS1","CS1"
"QPCTL","CS5","CS5","CS4","CS5","CS3"
"ELL","CS0","CS0","CS0","CS0","CS0"
"OGG1","CS5","CS5","CS5","CS4","CS4"
"BIN3","CS7","CS7","CS6","CS7","CS8"
"FUS","CS4","CS4","CS2","CS4","CS5"
"HNRNPUL1","CS7","CS7","CS8","CS7","CS5"
"POLR1E","CS1","CS1","CS1","CS1","CS1"
"SFXN1","CS4","CS4","CS4","CS5","CS4"
"FAM83G","CS5","CS5","CS6","CS5","CS4"
"TONSL","CS0","CS0","CS0","CS0","CS0"
"CEP162","CS6","CS6","CS6","CS4","CS4"
"CXorf56",NA,NA,NA,NA,NA
"PSMA7","CS0","CS0","CS0","CS0","CS0"
"ATG16L1","CS4","CS4","CS6","CS4","CS4"
"CNIH4","CS0","CS0","CS0","CS0","CS0"
"RPL37A","CS0","CS0","CS0","CS0","CS0"
"KMT5B","CS2","CS2","CS2","CS2","CS3"
"MRPS9","CS3","CS3","CS2","CS3","CS1"
"PPAN","CS0","CS0","CS0","CS0","CS1"
"CCDC82","CS7","CS7","CS6","CS6","CS5"
"CYP4F8",NA,NA,NA,NA,NA
"PDHA1","CS5","CS5","CS5","CS5","CS6"
"ZW10","CS2","CS2","CS3","CS2","CS2"
"EMC1","CS1","CS1","CS1","CS1","CS1"
"UBXN1","CS5","CS5","CS5","CS4","CS4"
"ATRX","CS4","CS4","CS5","CS4","CS4"
"MRM3","CS5","CS5","CS5","CS5","CS4"
"RPL38","CS0","CS0","CS0","CS0","CS0"
"TPT1","CS0","CS0","CS0","CS0","CS0"
"PCMT1","CS4","CS4","CS4","CS5","CS4"
"ENTR1","CS3","CS3","CS3","CS4","CS2"
"GPS1","CS0","CS0","CS0","CS0","CS0"
"APOBEC3C","CS6","CS6","CS6","CS6","CS4"
"MYCBP2",NA,NA,NA,NA,NA
"GAPDHS","CS6","CS6","CS6","CS6","CS5"
"AHSA1","CS5","CS5","CS5","CS5","CS5"
"DDT",NA,NA,NA,NA,NA
"VAC14","CS3","CS3","CS5","CS2","CS5"
"LARS1","CS0","CS0","CS0","CS0","CS0"
"ITFG2","CS6","CS6","CS6","CS5","CS4"
"RUNX3","CS4","CS4","CS6","CS4","CS4"
"LSM12","CS2","CS2","CS2","CS2","CS1"
"DDX5","CS1","CS1","CS1","CS1","CS1"
"ATP2A3","CS4","CS4","CS4","CS5","CS7"
"CDK15","CS6","CS6","CS7","CS6","CS8"
"HAS1","CS6","CS6","CS6","CS6","CS5"
"SRSF10","CS1","CS1","CS1","CS0","CS1"
"CREBRF","CS4","CS4","CS4","CS4","CS7"
"OAT","CS5","CS5","CS5","CS5","CS5"
"KNTC1","CS3","CS3","CS1","CS3","CS1"
"RPL28","CS1","CS1","CS0","CS1","CS0"
"DDX41","CS0","CS0","CS0","CS0","CS0"
"SOD2","CS1","CS1","CS1","CS2","CS1"
"TXLNA","CS5","CS5","CS4","CS5","CS3"
"GDI1","CS7","CS7","CS7","CS7","CS4"
"BPIFB3","CS4","CS4","CS4","CS4","CS4"
"ATP1B3","CS3","CS3","CS3","CS3","CS2"
"AXIN1","CS4","CS5","CS6","CS5","CS4"
"SEC11A","CS5","CS5","CS5","CS6","CS4"
"CCDC6","CS5","CS3","CS4","CS3","CS2"
"DSG1","CS5","CS5","CS5","CS5","CS5"
"XPO4","CS4","CS4","CS5","CS4","CS5"
"PSMA6","CS0","CS0","CS0","CS0","CS0"
"G3BP2","CS5","CS5","CS4","CS5","CS4"
"HNRNPH3","CS2","CS2","CS2","CS3","CS3"
"CGN","CS5","CS5","CS4","CS5","CS5"
"CLPX","CS4","CS4","CS4","CS5","CS4"
"SLC25A1","CS4","CS4","CS4","CS5","CS4"
"PSPH","CS5","CS5","CS5","CS5","CS3"
"RARS1","CS1","CS1","CS1","CS0","CS1"
"ASXL2",NA,NA,NA,NA,NA
"TSPAN7","CS6","CS6","CS6","CS7","CS6"
"EHD4","CS6","CS6","CS6","CS6","CS6"
"PTPRS","CS7","CS5","CS6","CS7","CS5"
"AKAP8L","CS3","CS4","CS3","CS3","CS4"
"CSTB","CS6","CS6","CS5","CS6","CS6"
"CSTF3","CS0","CS0","CS0","CS0","CS1"
"SON","CS0","CS0","CS0","CS0","CS0"
"ECHS1","CS5","CS5","CS5","CS5","CS5"
"EBNA1BP2","CS1","CS1","CS1","CS1","CS0"
"DHX38","CS1","CS1","CS1","CS1","CS1"
"G3BP1","CS4","CS4","CS4","CS3","CS2"
"COX5B","CS1","CS1","CS1","CS3","CS1"
"TRMT112","CS0","CS0","CS0","CS0","CS0"
"PDIA6","CS6","CS6","CS5","CS6","CS6"
"TNPO2","CS5","CS5","CS5","CS7","CS6"
"RMDN3","CS5","CS5","CS5","CS5","CS5"
"FAF2","CS1","CS1","CS1","CS1","CS1"
"ARMT1","CS4","CS4","CS4","CS4","CS6"
"PA2G4","CS1","CS1","CS1","CS1","CS1"
"SND1","CS6","CS6","CS5","CS7","CS6"
"PPM1A","CS6","CS5","CS5","CS6","CS6"
"VPS35","CS1","CS1","CS1","CS1","CS1"
"SNRPA1","CS0","CS0","CS0","CS0","CS0"
"ATXN2","CS5","CS5","CS5","CS5","CS5"
"KPNA1","CS7","CS7","CS6","CS6","CS4"
"SRP14","CS0","CS0","CS0","CS1","CS0"
"EML4","CS4","CS4","CS5","CS4","CS4"
"LGALS3BP","CS3","CS3","CS3","CS3","CS3"
"MRPS7","CS2","CS2","CS2","CS3","CS2"
"SLC3A2","CS1","CS1","CS1","CS2","CS1"
"UBE4A","CS7","CS7","CS7","CS7","CS5"
"FAR1","CS5","CS5","CS5","CS5","CS6"
"EIF2S1","CS0","CS0","CS0","CS0","CS0"
"JPH3","CS7","CS7","CS6","CS7","CS7"
"NAA25","CS1","CS1","CS1","CS1","CS1"
"HYOU1","CS0","CS0","CS0","CS0","CS0"
"PFDN6","CS0","CS0","CS0","CS0","CS0"
"PIGR","CS5","CS5","CS6","CS5","CS5"
"MYL12A","CS5","CS5","CS2","CS5","CS4"
"CAPRIN1","CS5","CS5","CS4","CS5","CS4"
"FUBP1","CS2","CS2","CS4","CS2","CS1"
"CTPS1","CS2","CS2","CS1","CS2","CS2"
"TTC4","CS1","CS1","CS1","CS1","CS1"
"DHX37","CS0","CS0","CS0","CS0","CS0"
"RARS2","CS1","CS1","CS1","CS6","CS1"
"PIP5K1B","CS7","CS7","CS7","CS6","CS6"
"RHPN2","CS6","CS6","CS4","CS6","CS5"
"COX6B1","CS3","CS3","CS1","CS2","CS3"
"GET4","CS1","CS1","CS1","CS1","CS0"
"STIP1","CS4","CS4","CS4","CS4","CS3"
"CRB1","CS6","CS6","CS7","CS4","CS6"
"FES","CS4","CS4","CS4","CS4","CS3"
"GID8","CS4","CS4","CS4","CS4","CS4"
"SMYD3","CS6","CS6","CS6","CS4","CS6"
"ACVR2A","CS4","CS4","CS5","CS4","CS3"
"SYNJ2BP","CS5","CS5","CS5","CS6","CS5"
"ALS2CL","CS5","CS5","CS5","CS4","CS5"
"PIK3R1","CS4","CS4","CS4","CS4","CS4"
"LCP2","CS5","CS5","CS5","CS5","CS6"
"TERT","CS6","CS5","CS6","CS5","CS5"
"NCL","CS1","CS1","CS1","CS1","CS1"
"NFKB2","CS3","CS3","CS3","CS4","CS4"
"PAPOLA","CS2","CS2","CS4","CS2","CS4"
"TRAF3","CS6","CS6","CS6","CS6","CS6"
"MAP3K1","CS5","CS5","CS5","CS5","CS4"
"FKBP5","CS5","CS5","CS5","CS5","CS7"
"DCAF7",NA,NA,NA,NA,NA
"HSP90AA2P",NA,NA,NA,NA,NA
"RPL30","CS0","CS0","CS0","CS0","CS0"
"RPL4","CS0","CS0","CS0","CS0","CS0"
"RPS13","CS0","CS0","CS0","CS0","CS0"
"PDRG1","CS0","CS0","CS0","CS0","CS0"
"HSPA4","CS4","CS4","CS3","CS4","CS3"
"TRAF7","CS4","CS4","CS4","CS4","CS4"
"FBXW7","CS3","CS5","CS3","CS6","CS5"
"SEC16A","CS1","CS1","CS1","CS1","CS1"
"RELB","CS4","CS4","CS5","CS4","CS4"
"GLG1","CS5","CS5","CS5","CS5","CS5"
"RPL6","CS0","CS0","CS0","CS0","CS0"
"BCL7A","CS5","CS5","CS4","CS5","CS5"
"DPF2","CS2","CS2","CS2","CS2","CS2"
"SMARCC1","CS3","CS3","CS4","CS3","CS3"
"SMARCC2","CS5","CS4","CS4","CS5","CS5"
"SMARCE1","CS1","CS1","CS1","CS0","CS1"
"SMARCB1","CS1","CS1","CS1","CS1","CS1"
"CS","CS1","CS1","CS1","CS2","CS1"
"TAB2","CS5","CS5","CS5","CS4","CS5"
"TAB1","CS6","CS6","CS6","CS6","CS7"
"TBK1","CS4","CS4","CS4","CS5","CS5"
"TBKBP1","CS3","CS3","CS3","CS3","CS4"
"FANCD2","CS2","CS2","CS4","CS2","CS2"
"TNF","CS6","CS6","CS7","CS6","CS5"
"TNFRSF1B","CS4","CS4","CS6","CS4","CS3"
"KCNQ1","CS4","CS4","CS5","CS4","CS4"
"POLQ","CS2","CS2","CS2","CS2","CS2"
"HNRNPA3","CS1","CS1","CS1","CS2","CS4"
"HDGFL2","CS5","CS3","CS4","CS3","CS5"
"CSNK2A1","CS2","CS2","CS2","CS3","CS2"
"CMBL","CS7","CS6","CS7","CS6","CS6"
"BRF2","CS0","CS0","CS0","CS0","CS0"
"DPM1","CS2","CS2","CS1","CS3","CS2"
"SMPD4","CS4","CS4","CS4","CS4","CS2"
"SMAP1","CS6","CS6","CS5","CS6","CS6"
"UFL1","CS1","CS1","CS1","CS1","CS2"
"VDAC3","CS4","CS4","CS2","CS4","CS4"
"KLHDC3","CS5","CS5","CS5","CS5","CS8"
"S100A3","CS5","CS5","CS6","CS5","CS5"
"KRT33A","CS3","CS3","CS3","CS3","CS4"
"EXT2","CS3","CS3","CS2","CS3","CS3"
"CLEC2L","CS5","CS5","CS5","CS5","CS5"
"HBG1",NA,NA,NA,NA,NA
"ACAT1","CS6","CS7","CS4","CS7","CS3"
"RAB7A","CS1","CS1","CS1","CS1","CS1"
"MAGEA6",NA,NA,NA,NA,NA
"DDX21","CS0","CS0","CS0","CS0","CS0"
"EEF1AKNMT",NA,NA,NA,NA,NA
"DDX24","CS0","CS0","CS0","CS0","CS0"
"ARHGEF2","CS5","CS5","CS4","CS5","CS5"
"EXOC4","CS2","CS2","CS2","CS2","CS2"
"GTF3C3","CS2","CS2","CS2","CS2","CS1"
"NME2","CS1","CS1","CS2","CS1","CS1"
"PANK2","CS5","CS5","CS5","CS4","CS4"
"IBTK","CS4","CS4","CS5","CS4","CS4"
"GEMIN2","CS3","CS3","CS3","CS3","CS2"
"SARS1","CS0","CS0","CS0","CS0","CS0"
"FABP5","CS1","CS1","CS1","CS1","CS1"
"DSP","CS5","CS5","CS6","CS5","CS5"
"SDAD1","CS0","CS0","CS0","CS0","CS1"
"KLC2","CS1","CS1","CS2","CS1","CS1"
"GBF1","CS0","CS0","CS1","CS0","CS0"
"RSL1D1","CS0","CS0","CS0","CS0","CS0"
"DAP3","CS2","CS2","CS1","CS2","CS3"
"HSPA1A",NA,NA,NA,NA,NA
"BLM","CS4","CS4","CS4","CS2","CS6"
"TOP3A","CS0","CS0","CS0","CS0","CS1"
"HCFC2","CS7","CS7","CS7","CS6","CS7"
"RBBP5","CS0","CS0","CS0","CS0","CS0"
"NCOA6","CS2","CS2","CS2","CS3","CS1"
"ASCL2","CS5","CS5","CS5","CS5","CS4"
"TP53BP1","CS9","CS9","CS8","CS4","CS9"
"APC","CS3","CS3","CS3","CS3","CS2"
"CTNNA1","CS3","CS3","CS5","CS3","CS5"
"FANCE","CS4","CS3","CS2","CS3","CS4"
"BRCA2","CS2","CS2","CS3","CS2","CS2"
"CES3","CS5","CS5","CS4","CS5","CS4"
"GCGR","CS5","CS5","CS5","CS5","CS5"
"CRYAB","CS5","CS5","CS6","CS6","CS5"
"EMSY","CS5","CS5","CS5","CS7","CS5"
"CALM1","CS5","CS5","CS6","CS5","CS7"
"CTBP1","CS5","CS5","CS4","CS5","CS5"
"LAMTOR5","CS3","CS3","CS1","CS3","CS3"
"SRF","CS1","CS1","CS1","CS1","CS1"
"THRA","CS4","CS4","CS5","CS4","CS4"
"MUC1","CS4","CS4","CS5","CS4","CS5"
"HCK","CS4","CS4","CS4","CS6","CS4"
"SMARCA2","CS5","CS5","CS5","CS5","CS6"
"ATR","CS1","CS0","CS1","CS0","CS1"
"H2AX","CS1","CS1","CS1","CS1","CS1"
"PPP2R5A","CS5","CS5","CS6","CS4","CS5"
"SERPINB8","CS6","CS6","CS6","CS7","CS5"
"PTPN6","CS5","CS5","CS4","CS5","CS5"
"RASA1","CS6","CS6","CS6","CS5","CS4"
"DOK1","CS4","CS4","CS4","CS3","CS4"
"PSEN1","CS4","CS4","CS4","CS4","CS4"
"TUBA4A","CS4","CS3","CS3","CS3","CS2"
"KIF1B","CS5","CS5","CS5","CS3","CS5"
"MSH3","CS6","CS6","CS6","CS6","CS3"
"MAP4K4","CS4","CS4","CS4","CS4","CS4"
"POLR2A",NA,NA,NA,NA,NA
"CDK8","CS5","CS5","CS3","CS5","CS4"
"MED21","CS1","CS1","CS1","CS0","CS1"
"TUBG1","CS0","CS0","CS0","CS0","CS1"
"ELK4","CS6","CS6","CS5","CS6","CS6"
"JUND","CS4","CS3","CS4","CS5","CS3"
"NBN","CS6","CS6","CS3","CS6","CS4"
"CDK16","CS5","CS5","CS5","CS5","CS5"
"BUB1B","CS0","CS0","CS0","CS0","CS0"
"BUB3","CS0","CS0","CS0","CS0","CS0"
"FANCF","CS2","CS2","CS3","CS5","CS3"
"CASP3","CS5","CS5","CS3","CS5","CS6"
"ZAP70","CS5","CS5","CS5","CS4","CS5"
"CDK1","CS0","CS0","CS0","CS0","CS0"
"ERCC3","CS0","CS0","CS1","CS0","CS1"
"CDK7","CS0","CS0","CS0","CS0","CS0"
"CHEK1","CS0","CS0","CS0","CS0","CS0"
"CHEK2","CS9","CS9","CS9","CS7","CS9"
"KDM1A","CS5","CS5","CS3","CS5","CS5"
"RCOR1","CS3","CS3","CS2","CS3","CS3"
"SMAD6","CS4","CS4","CS3","CS4","CS4"
"ACVR1B","CS4","CS4","CS5","CS4","CS4"
"SP1","CS4","CS4","CS4","CS3","CS2"
"RBM39","CS0","CS0","CS0","CS0","CS0"
"EPHA3","CS4","CS4","CS4","CS4","CS6"
"TNFRSF10B","CS7","CS7","CS7","CS7","CS7"
"FASLG","CS6","CS6","CS5","CS6","CS6"
"CASP10","CS4","CS4","CS4","CS5","CS6"
"CASP8","CS8","CS8","CS8","CS6","CS6"
"GAB2","CS3","CS3","CS3","CS3","CS3"
"GSTP1","CS4","CS4","CS4","CS4","CS4"
"MDC1","CS3","CS3","CS2","CS3","CS3"
"CBX1","CS1","CS1","CS1","CS1","CS1"
"H3-4",NA,NA,NA,NA,NA
"TNS1","CS6","CS6","CS6","CS6","CS5"
"MED17","CS1","CS1","CS1","CS0","CS1"
"HSP90AA1","CS3","CS3","CS5","CS4","CS3"
"CAV1","CS5","CS5","CS5","CS6","CS5"
"CSE1L","CS0","CS0","CS0","CS0","CS0"
"PRKDC",NA,NA,NA,NA,NA
"CREB1","CS4","CS4","CS4","CS4","CS3"
"MDM2","CS0","CS0","CS0","CS0","CS0"
"KAT2B","CS6","CS6","CS7","CS6","CS4"
"CEBPA","CS3","CS3","CS3","CS2","CS3"
"CCND1","CS0","CS0","CS0","CS0","CS0"
"CRKL","CS1","CS1","CS1","CS0","CS1"
"FOXO1","CS4","CS4","CS4","CS4","CS5"
"USH1C","CS5","CS5","CS5","CS6","CS7"
"CENPC","CS1","CS1","CS1","CS1","CS1"
"GATA4","CS6","CS6","CS6","CS6","CS6"
"HDAC10","CS6","CS6","CS6","CS6","CS6"
"HDAC8","CS5","CS5","CS5","CS5","CS7"
"WRN","CS4","CS4","CS4","CS4","CS3"
"FOXA1","CS4","CS4","CS5","CS4","CS3"
"SMAD2","CS5","CS5","CS5","CS6","CS5"
"RNF14","CS3","CS3","CS3","CS4","CS3"
"ZMYND11","CS4","CS4","CS4","CS5","CS4"
"MAPK3","CS4","CS4","CS4","CS4","CS4"
"CDK9","CS0","CS0","CS0","CS0","CS0"
"FYN","CS6","CS6","CS5","CS6","CS5"
"LCK","CS6","CS6","CS6","CS5","CS7"
"CD82","CS5","CS5","CS5","CS5","CS7"
"CD151","CS3","CS3","CS3","CS3","CS3"
"CD9","CS4","CS4","CS4","CS4","CS6"
"PDGFRA","CS4","CS4","CS4","CS4","CS5"
