label,label_wo_outliers
FCER1G,CS5,CS5
MS4A2,CS5,CS5
TSPO,CS5,CS5
TSPOAP1,CS5,CS5
MS4A1,CS6,CS6
KCNS3,CS6,CS6
HCFC1R1,CS2,CS2
SCARB1,CS4,CS4
IL2RA,CS4,CS4
PAG1,CS6,CS6
PCIF1,CS4,CS4
DAPK2,CS5,CS5
F5,CS4,CS4
NRXN2,CS4,CS4
NRXN3,CS6,CS6
AGRN,CS4,CS4
MMP8,CS5,CS5
MMP10,CS6,CS6
MMP13,CS6,CS6
CXCR1,CS6,CS6
RYK,,
EPHB3,CS5,CS5
C4A,,
AP4M1,CS7,CS7
PLA2G4C,CS5,CS5
GJB1,CS6,CS6
CD55,CS5,CS5
RBP1,CS6,CS6
PIP,CS6,CS6
DUSP1,CS5,CS5
NRDC,CS1,CS1
CSN3,CS6,CS6
BANK1,CS5,CS5
CCR3,CS4,CS4
PAPPA,CS3,CS3
LDHA,CS3,CS3
RNMT,CS0,CS0
RNGTT,CS0,CS0
FBXO32,CS7,CS7
ESRRG,CS5,CS5
IRF8,CS5,CS5
APOH,CS4,CS4
ITGA9,CS4,CS4
MYOG,CS5,CS5
GPC1,CS4,CS4
DBF4B,CS4,CS4
H2BU1,CS3,CS3
NMB,CS6,CS6
NMBR,CS6,CS6
SF3A2,CS0,CS0
TUBGCP3,CS0,CS0
TUBGCP2,CS0,CS0
PRIM1,CS0,CS0
CRHR1,CS5,CS5
TNFSF15,CS6,CS6
PEX11B,CS2,CS2
SLC25A17,CS5,CS5
CREB5,CS7,CS7
NMT1,CS1,CS1
THBS3,CS4,CS4
SENP3,,
MAP3K6,CS5,CS5
CLIC3,CS5,CS5
MAPK15,CS4,CS4
NXF2,,
DYNC1LI1,CS5,CS5
FBXO2,CS4,CS4
CCNB3,CS7,CS7
PLAG1,CS5,CS5
CDK3,CS4,CS4
FCN1,CS7,CS7
RAD52,CS4,CS4
KCNJ5,CS7,CS7
TIRAP,CS6,CS6
HELZ2,CS5,CS5
ADRA2B,CS5,CS5
ADRA2C,CS6,CS6
TMBIM6,CS4,CS4
INSRR,CS4,CS4
BCAT2,CS6,CS6
PAIP1,CS3,CS3
ADORA2B,CS7,CS7
HLA-DOB,,
IL9R,CS4,CS4
IREB2,CS4,CS4
SIGMAR1,CS4,CS4
ANK2,CS5,CS5
PTPA,CS1,CS1
MYOT,CS4,CS4
TNFRSF18,CS5,CS5
EFNB3,CS6,CS6
MADD,CS6,CS6
GLI1,CS3,CS3
KATNB1,CS2,CS2
BIRC7,CS7,CS7
COL6A1,CS7,CS7
SCGB1A1,CS5,CS5
CUBN,CS4,CS4
STRADB,CS3,CS3
PAK1IP1,CS1,CS1
CD33,CS6,CS6
MASP1,CS6,CS6
MASP2,CS6,CS6
TNN,CS5,CS5
C2,CS5,CS5
C4B,,
IRF9,CS4,CS4
ZKSCAN8,CS6,CS6
MYF5,CS4,CS4
MYF6,CS4,CS4
TAL2,CS6,CS6
CCR7,CS4,CS4
CCL19,CS5,CS5
CRB2,CS5,CS5
CDC14B,CS4,CS4
MPIG6B,CS4,CS4
MAPK13,CS5,CS5
FGF12,CS6,CS6
FGF13,CS5,CS5
TBC1D10A,CS4,CS4
ODF1,CS2,CS2
HOXA10,CS5,CS5
CFHR3,CS5,CS5
CFHR4,,
P4HTM,CS5,CS5
PIGH,CS2,CS2
ALOX12,CS6,CS6
TRIB1,CS6,CS6
MLLT1,CS6,CS6
IL5RA,CS7,CS7
CD53,CS4,CS4
CDH6,CS4,CS4
CDH18,CS7,CS7
ERCC8,CS5,CS5
IGFBP6,CS4,CS4
IGFBP4,CS4,CS4
FLOT2,CS4,CS4
VEGFB,CS5,CS5
GAS6,CS5,CS5
STAG1,CS6,CS6
STAG2,CS3,CS3
IL18R1,CS5,CS5
FBN2,CS6,CS6
ODC1,CS6,CS6
IFI16,CS6,CS6
RALGPS1,CS4,CS4
RIT2,CS7,CS7
NLGN4X,CS7,CS7
SYNPO,CS6,CS6
CCT6A,CS0,CS0
CCT4,CS0,CS0
IGBP1,CS0,CS0
PPP4R4,CS6,CS6
CTTNBP2,CS6,CS6
CTTNBP2NL,CS6,CS6
CCT8,CS0,CS0
STRIP2,CS6,CS6
SIKE1,CS3,CS3
FGFR1OP2,CS2,CS2
PPP2R2D,,
PPME1,CS2,CS2
PPP2R5E,CS4,CS4
CEP43,CS3,CS3
CCT6B,CS5,CS5
TRAF3IP3,CS5,CS5
BIRC8,CS5,CS5
ZBTB7A,CS2,CS2
CNN1,CS4,CS4
MYO1A,CS3,CS3
MATN2,CS7,CS7
PDP1,CS6,CS6
PDP2,CS5,CS5
ITGAX,CS4,CS4
DCX,CS6,CS6
B3GAT3,CS4,CS4
CNTNAP4,CS6,CS6
SGCA,CS4,CS4
CST5,CS6,CS6
IGFBP2,CS5,CS5
FURIN,CS4,CS4
LAMB3,CS5,CS5
LAMC2,CS5,CS5
IRAK1BP1,CS5,CS5
HMMR,CS5,CS5
OPHN1,CS6,CS6
LTB,CS6,CS6
LAT2,CS4,CS4
COL4A3,CS5,CS5
IL4,CS6,CS6
SYT6,CS6,CS6
SAG,CS7,CS7
NPNT,CS6,CS6
MAG,CS3,CS3
COL10A1,CS6,CS6
CIZ1,CS3,CS3
CASP8AP2,,
GDE1,CS4,CS4
TESK1,CS4,CS4
TESK2,CS6,CS6
RFX4,CS5,CS5
ACHE,CS3,CS3
TIMP4,CS6,CS6
NFKBIZ,CS6,CS6
PAK3,CS5,CS5
AP3B2,CS5,CS5
VIPR1,CS5,CS5
PDK3,CS5,CS5
PTPN18,CS5,CS5
HP,,
CTSD,CS7,CS7
MPP5,,
CA4,CS5,CS5
NPHS2,CS5,CS5
TCL1B,CS6,CS6
CLCA1,CS6,CS6
CHST15,CS7,CS7
EPHA8,CS6,CS6
SEMA4D,CS6,CS6
PAX2,CS5,CS5
HEY1,CS5,CS5
CCR6,CS6,CS6
CCL20,CS7,CS7
UBE2G1,CS6,CS6
UBE2J1,CS6,CS6
TWSG1,CS6,CS6
CHRD,CS6,CS6
BMP1,CS6,CS6
IL1RN,CS6,CS6
IL1R2,CS5,CS5
EPB42,CS4,CS4
RAB4B,CS5,CS5
ACVRL1,CS5,CS5
PLCB3,CS3,CS3
TPM2,CS3,CS3
RNF19A,CS4,CS4
SSTR2,CS5,CS5
ROPN1L,CS5,CS5
BDNF,CS4,CS4
SCAF11,CS2,CS2
CYTIP,CS5,CS5
GCG,CS7,CS7
GLP1R,CS6,CS6
NRL,CS6,CS6
FIZ1,CS6,CS6
SENP1,CS3,CS3
POLR3A,CS0,CS0
NISCH,CS2,CS2
GBP3,CS4,CS4
WT1,CS6,CS6
CCNB2,CS5,CS5
RAB33B,CS6,CS6
LAMA1,CS6,CS6
EDA2R,CS6,CS6
SGO1,CS0,CS0
RGS12,CS6,CS6
CARD10,CS4,CS4
SERPINA1,CS5,CS5
KLK3,CS6,CS6
PILRA,CS5,CS5
OBSCN,CS7,CS7
SAA1,,
NUP210,CS6,CS6
INHBE,CS1,CS1
MAP4K5,,
SLC7A7,CS6,CS6
TLCD3A,CS6,CS6
ACKR2,CS5,CS5
CCL8,CS6,CS6
CCL13,CS4,CS4
PIK3CB,CS3,CS3
SOX4,CS5,CS5
CCL11,CS7,CS7
CD14,CS5,CS5
PLP1,CS6,CS6
MPZ,CS5,CS5
PMP22,CS5,CS5
CSRP2,CS5,CS5
CCKAR,CS7,CS7
PTPRH,CS6,CS6
TAOK3,CS4,CS4
NEUROD2,CS3,CS3
GATA5,CS5,CS5
KLF2,CS5,CS5
UPK1A,CS4,CS4
UPK2,CS6,CS6
UPK3A,CS6,CS6
UPK1B,CS5,CS5
MYL2,CS4,CS4
NF1,CS5,CS5
TACR2,CS5,CS5
TACR1,CS5,CS5
PRPS2,CS5,CS5
SYN3,CS6,CS6
TAF12,CS1,CS1
ETV5,CS5,CS5
TFEC,CS6,CS6
ATF6,CS5,CS5
SCN1A,CS6,CS6
SCN5A,CS4,CS4
MAPK12,CS6,CS6
PTPRN,CS6,CS6
NFE2L1,CS4,CS4
NFATC1,CS7,CS7
DOC2A,CS5,CS5
FZD2,CS5,CS5
FZD4,CS7,CS7
CLDN2,CS6,CS6
CLDN4,CS6,CS6
CLDN6,CS2,CS2
CLDN8,CS6,CS6
BTBD1,CS6,CS6
SIX3,CS6,CS6
SIX6,CS5,CS5
PPM1E,CS4,CS4
HMGN2,CS1,CS1
NKRF,CS4,CS4
TAF4B,CS6,CS6
EBF2,CS6,CS6
EBF3,CS5,CS5
OMG,CS5,CS5
RTN4R,CS4,CS4
TFPI,CS6,CS6
F9,CS5,CS5
ZCCHC8,,
DGUOK,CS5,CS5
IFT57,CS4,CS4
VPS16,CS1,CS1
VPS33A,CS1,CS1
SH3BP1,CS4,CS4
MTBP,CS0,CS0
OSMR,CS6,CS6
PTPRO,CS6,CS6
CLIC5,CS5,CS5
MOS,CS5,CS5
MZF1,CS4,CS4
TSHR,CS6,CS6
RPL14,CS0,CS0
RAB15,CS4,CS4
CDK5RAP1,CS5,CS5
CD24,,
FGF3,CS5,CS5
NOTCH4,CS5,CS5
EXPH5,CS7,CS7
RAPGEF2,CS5,CS5
IFRD1,CS5,CS5
ZIC1,CS6,CS6
ZIC2,CS5,CS5
ZIC3,CS5,CS5
SLA2,CS6,CS6
CARD11,CS5,CS5
DGKQ,CS5,CS5
MCF2,CS6,CS6
OSBP,CS2,CS2
PAX1,CS5,CS5
MEOX1,CS5,CS5
PAX8,CS4,CS4
CLCN3,CS6,CS6
NR2F6,CS4,CS4
GRAP,,
CP,CS7,CS7
PRRX1,CS5,CS5
RASSF9,CS6,CS6
CD7,CS4,CS4
KIR2DL2,,
DEDD2,CS6,CS6
PGM1,CS4,CS4
PPP1R3A,CS7,CS7
KIF20B,CS4,CS4
IRF7,CS5,CS5
PICALM,CS6,CS6
SERPINB6,CS5,CS5
IRF5,CS5,CS5
TCF7L1,CS4,CS4
ATF6B,CS4,CS4
SIRPB1,CS7,CS7
TYROBP,CS5,CS5
FMN1,CS6,CS6
WBP4,CS3,CS3
FNBP4,CS1,CS1
TNFSF13,CS4,CS4
CEP250,CS4,CS4
ESM1,CS6,CS6
VNN2,CS5,CS5
POLR3G,CS5,CS5
INPP5A,CS6,CS6
PRDM1,CS4,CS4
GCH1,CS4,CS4
GABRB2,CS5,CS5
DAD1,CS0,CS0
GMFB,CS5,CS5
MAPKAPK3,CS6,CS6
P2RY1,CS5,CS5
CKM,CS5,CS5
FHL1,CS7,CS7
PPIF,CS5,CS5
ALDOB,CS5,CS5
ALDOC,CS3,CS3
ADRA2A,CS5,CS5
DUSP4,CS5,CS5
SLC1A2,CS5,CS5
AQP4,CS7,CS7
PDAP1,CS1,CS1
GP5,CS6,CS6
TPD52L2,CS4,CS4
MERTK,CS5,CS5
SELPLG,CS6,CS6
UROD,CS1,CS1
KCNAB1,CS6,CS6
SSH1,CS4,CS4
SSH2,CS3,CS3
CD209,CS5,CS5
AKR1C2,CS6,CS6
LYPLA1,CS3,CS3
RBP4,CS4,CS4
APBB3,CS5,CS5
CALU,CS6,CS6
RNH1,CS4,CS4
PSMB7,CS0,CS0
C8A,CS5,CS5
SLAMF6,CS5,CS5
MPZL1,CS3,CS3
SIGLEC11,CS2,CS2
PROS1,CS5,CS5
NRCAM,CS6,CS6
PRKX,CS4,CS4
CFAP91,CS5,CS5
FGF10,CS6,CS6
NEFM,CS6,CS6
MUTYH,CS5,CS5
LIPC,CS6,CS6
BCL11A,CS5,CS5
BCL11B,CS6,CS6
DARS2,CS4,CS4
AIMP1,CS5,CS5
NR2C2AP,CS2,CS2
TPSB2,,
ARSA,CS6,CS6
PEF1,CS2,CS2
TRIM7,CS6,CS6
PIK3R5,CS5,CS5
CRYAA,,
CRYBB2,CS5,CS5
ARL5A,CS5,CS5
CRYGC,CS4,CS4
PALLD,CS5,CS5
VPS39,CS2,CS2
FCRL3,CS4,CS4
SERGEF,CS7,CS7
PPRC1,CS1,CS1
IRX4,CS6,CS6
SETBP1,CS6,CS6
RRAGB,CS4,CS4
LARP4B,CS4,CS4
NDE1,CS3,CS3
DAZL,CS5,CS5
DAZAP1,CS3,CS3
DAZ1,,
BCHE,CS5,CS5
COLQ,CS6,CS6
CNOT4,CS6,CS6
PTAFR,CS6,CS6
PARD6G,CS5,CS5
FBXO5,CS0,CS0
COG3,CS1,CS1
COG8,CS2,CS2
COG6,CS2,CS2
EDARADD,CS5,CS5
EDAR,CS6,CS6
ERO1A,CS5,CS5
ERO1B,CS5,CS5
ATG7,CS6,CS6
SOCS7,CS4,CS4
LAX1,CS4,CS4
TUB,CS5,CS5
CALD1,CS6,CS6
PI4K2A,CS5,CS5
ANXA7,CS4,CS4
BACE1,CS5,CS5
TAOK2,CS5,CS5
SHKBP1,CS5,CS5
ATP2B2,CS6,CS6
SLC16A4,CS3,CS3
BACE2,CS6,CS6
CPN1,CS6,CS6
PDHA2,CS4,CS4
RBSN,CS1,CS1
VPS45,CS3,CS3
RIN2,CS5,CS5
RAPGEF6,CS3,CS3
GCAT,CS4,CS4
TDH,,
FCN3,CS6,CS6
MLC1,CS4,CS4
LIMK2,CS6,CS6
TKT,CS1,CS1
FBXO7,CS4,CS4
FBXW2,CS5,CS5
FBXL3,CS5,CS5
FBXO44,CS5,CS5
RUFY1,CS6,CS6
RUFY2,CS4,CS4
FOXF2,CS6,CS6
CDR2,CS5,CS5
STK17A,CS5,CS5
STK17B,CS6,CS6
HELB,CS5,CS5
TRIP11,CS5,CS5
SYNE2,CS6,CS6
AFAP1,CS6,CS6
REV3L,CS1,CS1
SCIN,CS5,CS5
FTCD,CS4,CS4
PHLDB2,CS4,CS4
RCVRN,CS4,CS4
FBH1,CS6,CS6
PYGB,CS5,CS5
CDK5R2,CS4,CS4
GJD3,CS4,CS4
CCNO,CS5,CS5
LIG1,CS2,CS2
SEPTIN9,,
ICOSLG,,
ICOS,CS7,CS7
THAP12,CS2,CS2
H2AC20,CS1,CS1
PLEKHA2,,
PLEKHA1,CS8,CS8
NR1I3,CS4,CS4
NR2E3,,
TST,CS6,CS6
RLIM,CS4,CS4
ABCE1,CS0,CS0
RNASEL,CS5,CS5
RPS18,CS0,CS0
HOMER2,CS5,CS5
SCTR,CS5,CS5
CPAMD8,CS1,CS1
ADCYAP1,CS7,CS7
BCAM,CS6,CS6
MGP,CS7,CS7
CHRNA4,CS4,CS4
PHF5A,CS0,CS0
SF3B5,CS0,CS0
U2SURP,CS0,CS0
DHX15,CS0,CS0
CHERP,CS0,CS0
DDX46,CS0,CS0
DNAJC8,CS0,CS0
ACTA2,CS5,CS5
MADCAM1,CS4,CS4
IL1RL1,CS7,CS7
TMED1,CS4,CS4
OAZ3,CS6,CS6
NFAT5,CS5,CS5
KIF2C,CS3,CS3
PAIP2,CS5,CS5
CCN1,CS5,CS5
SRPRA,CS1,CS1
SSR2,CS2,CS2
CORT,CS6,CS6
SSTR1,CS5,CS5
PRL,CS5,CS5
CARS1,CS0,CS0
IL10RB,CS5,CS5
IL22RA1,CS4,CS4
DYSF,CS5,CS5
SPN,CS5,CS5
IL37,CS6,CS6
GZMB,CS4,CS4
IL25,CS6,CS6
SOX13,CS6,CS6
KIF13B,CS5,CS5
HCST,CS4,CS4
EPCAM,CS4,CS4
SLC6A9,CS4,CS4
SLC6A5,CS6,CS6
DUSP14,CS4,CS4
CD3G,CS6,CS6
SECTM1,CS4,CS4
COX4I2,CS4,CS4
CYB5A,CS7,CS7
NDOR1,CS1,CS1
POR,CS4,CS4
CYP2C19,CS6,CS6
CYP2C9,CS5,CS5
CYP1A2,CS5,CS5
CDH9,CS6,CS6
CDH7,CS6,CS6
SDC3,CS5,CS5
DDO,CS5,CS5
PKP1,CS4,CS4
RCAN2,CS6,CS6
FKBP8,CS3,CS3
DLD,CS4,CS4
TBX3,CS4,CS4
CABP2,CS4,CS4
CABP5,CS7,CS7
POLR3D,CS2,CS2
POLR3B,CS0,CS0
POLR3E,CS1,CS1
POLR3H,CS0,CS0
POLR3K,CS0,CS0
TBXA2R,CS6,CS6
LYST,CS5,CS5
ESS2,CS0,CS0
NCDN,CS4,CS4
PCBP4,CS5,CS5
DNAJC14,CS5,CS5
CNTROB,CS4,CS4
CENPJ,CS2,CS2
MRPL17,CS1,CS1
ZNF521,CS5,CS5
CELF4,CS5,CS5
MYO10,CS6,CS6
CACNA1S,CS5,CS5
LAMA2,CS4,CS4
PGM5,CS3,CS3
DUSP5,CS6,CS6
CAP2,CS6,CS6
KCNK1,CS6,CS6
SCARB2,CS5,CS5
THY1,CS6,CS6
NFE4,,
NAB1,CS6,CS6
SERPINB1,CS6,CS6
HARS1,CS0,CS0
FGF8,CS5,CS5
PSIP1,CS5,CS5
DCLRE1C,CS5,CS5
CEBPD,CS4,CS4
EREG,CS5,CS5
PECR,CS5,CS5
EPO,CS6,CS6
MATN4,CS5,CS5
MATN1,CS3,CS3
NCOA7,CS5,CS5
ZNF398,CS7,CS7
TFR2,CS6,CS6
BTF3,CS0,CS0
CD163,CS5,CS5
TYRP1,CS5,CS5
GALNT5,CS5,CS5
CTNNA3,CS4,CS4
CFD,CS6,CS6
FAIM2,CS5,CS5
PTPRU,CS4,CS4
TNFRSF11B,CS7,CS7
HRG,CS5,CS5
GPC4,CS6,CS6
NRG2,CS5,CS5
CNTN2,CS5,CS5
MAML2,CS6,CS6
MAML3,CS6,CS6
TNNT2,CS2,CS2
TNNI2,CS7,CS7
TPH1,CS5,CS5
PIP4K2B,CS5,CS5
DCT,CS5,CS5
TH,CS6,CS6
CTSG,CS4,CS4
CCNE2,CS5,CS5
MYT1,CS5,CS5
REG3A,CS5,CS5
IGSF1,CS6,CS6
ITGA10,CS5,CS5
TGOLN2,CS5,CS5
GP6,CS6,CS6
DNAJB4,CS6,CS6
SIT1,CS4,CS4
LALBA,CS5,CS5
B4GALT1,CS4,CS4
GABRA1,CS6,CS6
ZFPM1,CS4,CS4
GNGT2,CS7,CS7
GTF2A1L,CS3,CS3
FCN2,CS6,CS6
NR4A3,CS5,CS5
CCL17,CS5,CS5
CCL22,CS6,CS6
N4BP3,CS7,CS7
ZNF675,CS4,CS4
CAMK2B,CS6,CS6
SCT,CS6,CS6
UPP1,CS7,CS7
UPP2,CS5,CS5
PARP2,CS5,CS5
ACADVL,CS6,CS6
AGA,CS6,CS6
PYGL,CS4,CS4
SART1,CS0,CS0
IGHE,,
SRR,CS5,CS5
DZIP3,CS5,CS5
VPS4A,CS3,CS3
CRCP,CS0,CS0
HIBADH,CS5,CS5
ADGRL4,CS6,CS6
PTPRN2,CS7,CS7
PRUNE1,CS2,CS2
POMC,CS5,CS5
MC1R,CS6,CS6
MNT,CS6,CS6
XAF1,CS5,CS5
RAB11B,CS5,CS5
OPN1LW,CS6,CS6
POU3F2,CS7,CS7
IRAK4,CS5,CS5
EDA,CS5,CS5
PJA2,CS5,CS5
NUMBL,CS5,CS5
GMCL1,CS4,CS4
UCHL5,CS2,CS2
HAUS7,CS1,CS1
GCKR,CS5,CS5
GRIK3,CS4,CS4
CDC26,CS1,CS1
GSTM1,,
GSTM2,CS4,CS4
CFB,CS3,CS3
ORM1,CS4,CS4
DOCK9,CS6,CS6
CDC42EP5,CS5,CS5
PLEKHG2,CS3,CS3
RHOJ,CS5,CS5
RASA3,CS5,CS5
KIF13A,CS5,CS5
PC,CS2,CS2
GOT1,CS5,CS5
GSPT2,CS6,CS6
FGD1,CS5,CS5
SNX13,CS6,CS6
GUCY1A2,CS7,CS7
GZMA,CS4,CS4
MS4A3,CS4,CS4
PRKCH,CS5,CS5
RBBP9,CS6,CS6
AHSA2P,,
CCL21,CS4,CS4
ANOS1,CS6,CS6
CRLF1,CS4,CS4
MARCKSL1,CS4,CS4
MAGI2,CS5,CS5
DCTN4,CS1,CS1
SCHIP1,CS6,CS6
EPN2,CS5,CS5
REST,CS3,CS3
LCP1,CS6,CS6
COL18A1,CS5,CS5
ZRANB1,CS5,CS5
OTUD7B,CS5,CS5
LIMS2,CS4,CS4
SCN4A,CS5,CS5
PRSS3,CS4,CS4
LTK,CS4,CS4
BNIP1,CS1,CS1
THBS2,CS6,CS6
EXO1,CS5,CS5
CD93,CS7,CS7
CR1,,
GJB2,CS5,CS5
ELF4,CS4,CS4
ELF2,CS4,CS4
LTBP1,CS5,CS5
LMNB2,CS6,CS6
TOR1AIP1,CS5,CS5
UBE2V1,CS1,CS1
DNAJC5,CS6,CS6
GPR37,CS7,CS7
ADAR,CS1,CS1
KRT72,CS5,CS5
TRO,CS7,CS7
MX2,CS6,CS6
BAIAP3,CS4,CS4
CRABP2,CS4,CS4
ADGRL2,CS4,CS4
REV1,CS4,CS4
CSH2,,
IL1B,CS7,CS7
CASP14,CS5,CS5
S100A12,CS3,CS3
PLOD1,CS5,CS5
PPM1D,CS3,CS3
CWC15,,
SCAF8,CS4,CS4
RPL13,CS0,CS0
NCR2,CS4,CS4
FCAR,CS6,CS6
FCGR2B,CS4,CS4
UCP2,CS5,CS5
UCP3,CS5,CS5
HOXD12,CS5,CS5
HPCA,CS6,CS6
MLXIPL,CS5,CS5
DPP4,CS6,CS6
TAF5L,CS3,CS3
TADA1,CS3,CS3
UBXN6,CS4,CS4
SCAMP3,CS5,CS5
CYP3A4,CS6,CS6
TIMMDC1,CS3,CS3
BRINP3,CS5,CS5
VMP1,CS1,CS1
SCRN1,CS6,CS6
RHOBTB3,CS4,CS4
DECR1,CS5,CS5
OSBPL5,CS6,CS6
PLD3,CS6,CS6
ZNF302,CS5,CS5
TMCC2,CS5,CS5
CTDSPL,CS7,CS7
PLAAT4,CS7,CS7
ADRM1,CS2,CS2
RBBP6,CS0,CS0
ZBTB38,CS5,CS5
EVA1C,CS4,CS4
LINC00305,,
ANAPC16,CS4,CS4
HECTD3,CS4,CS4
DTL,CS0,CS0
SLC11A2,CS3,CS3
NDFIP1,CS7,CS7
FBXW4,CS5,CS5
ATPAF1,CS5,CS5
YME1L1,CS2,CS2
LRATD2,CS5,CS5
NKD2,CS6,CS6
EMILIN2,CS6,CS6
GAS1,CS4,CS4
DLK1,CS4,CS4
C1GALT1C1,CS6,CS6
C1GALT1,CS5,CS5
RNF103,CS3,CS3
IRF2BP1,CS3,CS3
JDP2,CS6,CS6
CD40LG,CS7,CS7
AP4S1,CS4,CS4
PPIP5K1,CS4,CS4
CYLD,CS4,CS4
DDX58,CS5,CS5
SNX3,CS6,CS6
APOC1,CS4,CS4
NAXE,CS5,CS5
PCLAF,CS4,CS4
RABGAP1,CS6,CS6
SHD,CS5,CS5
SHE,CS4,CS4
SDHB,CS2,CS2
AOX1,CS5,CS5
TAF1L,CS5,CS5
LRRFIP2,CS7,CS7
FKBP7,CS5,CS5
TRIP12,CS4,CS4
TTYH3,CS6,CS6
TTYH2,CS4,CS4
PRMT3,CS5,CS5
PRKAA2,CS4,CS4
PRKAG3,CS5,CS5
MPHOSPH8,CS3,CS3
AIPL1,CS5,CS5
BACH2,CS6,CS6
FILIP1,CS5,CS5
GNGT1,CS7,CS7
GNB3,CS5,CS5
EXOSC3,CS0,CS0
TRAM1,CS6,CS6
NEO1,CS5,CS5
PDK4,CS5,CS5
PKM,CS1,CS1
ABTB2,CS6,CS6
TRIM68,CS6,CS6
FBXL6,CS2,CS2
SYVN1,CS1,CS1
HERC3,CS4,CS4
HERC6,CS6,CS6
HERC4,CS5,CS5
DCAF1,,
LAMP1,CS7,CS7
PELI3,CS4,CS4
HLTF,CS6,CS6
IGHM,,
SEL1L,CS5,CS5
TRA,,
RNF43,CS6,CS6
RBCK1,CS6,CS6
FAAP100,CS3,CS3
FANCM,CS2,CS2
FAAP24,CS2,CS2
EGLN2,CS2,CS2
EGLN1,CS5,CS5
LTBP4,,
RIDA,CS5,CS5
DERL2,CS3,CS3
DERL3,CS3,CS3
ATXN7L3,CS3,CS3
ANKRD6,CS4,CS4
GRWD1,CS1,CS1
GMNN,CS1,CS1
OTUD5,CS4,CS4
RNF125,CS5,CS5
USP3,CS5,CS5
MARCHF2,,
SPRED1,CS7,CS7
SPRY1,CS6,CS6
SPRY3,CS7,CS7
SPRED2,CS6,CS6
PPP3CB,CS3,CS3
PLAGL2,CS4,CS4
UHRF1,,
OS9,CS3,CS3
AGL,CS4,CS4
NHLRC1,CS4,CS4
GPI,CS2,CS2
PARP14,CS5,CS5
PELI1,CS6,CS6
PELI2,CS5,CS5
TBC1D7,CS6,CS6
GCM1,CS5,CS5
NDUFS1,CS2,CS2
RNF181,CS3,CS3
CXXC1,CS2,CS2
KMT2D,CS1,CS1
H1-1,,
NAP1L4,CS4,CS4
H2AC8,CS2,CS2
VRK1,CS1,CS1
SMC5,CS1,CS1
SMC6,CS1,CS1
STAG3,CS6,CS6
H1-5,,
PADI4,CS6,CS6
FOXP3,CS5,CS5
NSD2,CS5,CS5
SETD1B,CS3,CS3
WDR82,CS0,CS0
ASB4,CS7,CS7
L3MBTL1,CS4,CS4
ETV7,CS5,CS5
TTK,CS1,CS1
PRPF40B,CS5,CS5
SIPA1,CS4,CS4
CTR9,CS1,CS1
LEO1,CS2,CS2
PAF1,CS1,CS1
GMPS,CS0,CS0
NPRL3,,
DOT1L,CS4,CS4
HUWE1,CS1,CS1
ING2,CS4,CS4
BRMS1L,CS4,CS4
ING3,CS1,CS1
EPC1,CS2,CS2
EPC2,CS4,CS4
JADE2,CS6,CS6
JADE3,CS5,CS5
KAT6A,CS5,CS5
BRPF3,CS4,CS4
BRPF1,CS2,CS2
OSR1,CS5,CS5
YBX3,CS4,CS4
H1-10,,
IGKV2-40,,
RPL10A,CS0,CS0
SDF2L1,CS3,CS3
SLC22A11,CS5,CS5
EZH1,CS4,CS4
DCLRE1B,CS2,CS2
H2AC21,CS2,CS2
SVIP,CS6,CS6
PHF14,CS6,CS6
KDM5C,CS4,CS4
CHD7,CS6,CS6
ARHGEF28,CS4,CS4
PPP6R3,CS3,CS3
ZNF281,CS5,CS5
PROSER1,CS5,CS5
POLM,CS5,CS5
UBASH3B,CS6,CS6
UBASH3A,CS6,CS6
ZNF143,CS1,CS1
PCGF2,CS3,CS3
KIFC1,CS3,CS3
PGC,CS5,CS5
SETD7,CS5,CS5
UBA6,CS2,CS2
ZMYM4,CS4,CS4
PRMT7,CS4,CS4
JARID2,CS4,CS4
EHMT1,CS4,CS4
DKKL1,CS4,CS4
IL17RA,CS5,CS5
PCF11,CS1,CS1
PHLPP1,CS6,CS6
PDZRN3,CS5,CS5
FIG4,CS4,CS4
GAPVD1,CS5,CS5
CLN3,CS5,CS5
SBDS,CS0,CS0
DNAJC19,CS2,CS2
TIMM17A,CS3,CS3
USP16,CS5,CS5
AMER1,CS6,CS6
ACADM,CS6,CS6
USP50,CS4,CS4
USP19,CS3,CS3
ACADSB,CS5,CS5
USP36,CS0,CS0
ADSL,CS1,CS1
OSBPL10,CS5,CS5
USP37,CS1,CS1
DMWD,CS5,CS5
ALDH9A1,CS6,CS6
USP46,CS3,CS3
ALDH3A2,CS6,CS6
USP25,CS6,CS6
USPL1,CS0,CS0
ANXA2P2,,
USP1,CS3,CS3
ARG1,CS8,CS8
GET3,CS1,CS1
UBL4A,CS6,CS6
ATP5PO,CS1,CS1
AZGP1,CS4,CS4
BBS1,CS5,CS5
WDR48,CS1,CS1
USP42,CS6,CS6
JOSD1,CS4,CS4
USP32,CS3,CS3
CETN1,CS7,CS7
USP49,CS6,CS6
USP44,CS4,CS4
CLTA,CS5,CS5
COL11A2,CS6,CS6
WDR20,CS5,CS5
USP29,CS7,CS7
USP12,CS4,CS4
DHX8,CS0,CS0
DDX10,CS0,CS0
USP30,CS3,CS3
AMOT,CS6,CS6
USP21,CS4,CS4
FARSA,CS0,CS0
FLG,CS6,CS6
OTUD1,CS5,CS5
USP45,CS6,CS6
